00001_CARD_NAME;Power Up;力量提升;
10059_CARD_NAME;Gem Rarity V;宝石稀有度 V;
10059_CARD_TEXT;Increase the chance that gems are of higher rarity by 3%.(15% total);将宝石具有较高稀有度的几率提高 3%。（共 15%）;
10060_CARD_NAME;Ink Rarity;墨水稀有度;
10060_CARD_TEXT;Increase the chance that inks are of higher rarity by 3%.;将墨水具有较高稀有度的几率提高 3%。;
10061_CARD_NAME;Ink Rarity II;墨水稀有度 II;
10061_CARD_TEXT;Increase the chance that inks are of higher rarity by 3%. (6% total);将墨水具有较高稀有度的几率提高 3%。（共 6%）;
10062_CARD_NAME;Ink Rarity III;墨水稀有度 III;
10062_CARD_TEXT;Increase the chance that inks are of higher rarity by 3%. (9% total);将墨水具有较高稀有度的几率提高 3%。（共 9%）;
10063_CARD_NAME;Ink Rarity IV;墨水稀有度 IV;
10063_CARD_TEXT;Increase the chance that inks are of higher rarity by 3%. (12% total);将墨水具有较高稀有度的几率提高 3%。（共 12%）;
10064_CARD_NAME;Ink Rarity V;墨水稀有度 V;
10064_CARD_TEXT;Increase the chance that inks are of higher rarity by 3%.(15% total);将墨水具有较高稀有度的几率提高 3%。（共 15%）;
10065_CARD_NAME;Extra Healing;额外治疗;
10065_CARD_TEXT;Hide an additional heart in each chapter.;在每章中都隐藏一个额外的红心。;
10066_CARD_NAME;Extra Healing II;额外治疗 II;
10066_CARD_TEXT;Hide an additional heart in each chapter. (2 total);在每章中都隐藏一个额外的红心。（共 2 个）;
10067_CARD_NAME;Extra Healing III;额外治疗 III;
10067_CARD_TEXT;Hide an additional heart in each chapter. (3 total);在每章中都隐藏一个额外的红心。（共 3 个）;
10068_CARD_NAME;More Stones;更多宝石;
10068_CARD_TEXT;Hide an additional Gem Stone in each chapter.;在每章中隐藏一个额外的宝石。;
10069_CARD_NAME;Expert Talents;专业天赋;
10069_CARD_TEXT;Unlock an additional Talent Tier.;解锁一个额外的天赋层级。;
10070_CARD_NAME;Expert Talents II;专业天赋 II;
10070_CARD_TEXT;Unlock an additional Talent Tier.;解锁一个额外的天赋层级。;
10071_CARD_NAME;Socket Filling;插槽填充;
10071_CARD_TEXT;Socket a random common gem into a random card before each run.;在每周目之前，将一个随机的普通宝石插入一张随机的牌。;
10072_CARD_NAME;Socket Filling II;插槽填充 II;
10072_CARD_TEXT;Socket a random common gem into a random card before each run. (2 total);在每周目之前，将一个随机的普通宝石插入一张随机的牌。（共 2 个）;
10073_CARD_NAME;Socket Filling III;插槽填充 III;
10073_CARD_TEXT;Socket a random common gem into a random card before each run. (3 total);在每周目之前，将一个随机的普通宝石插入一张随机的牌。（共 3 个）;
10074_CARD_NAME;Super Runes;超级符文;
10074_CARD_TEXT;Increase the chance for each Rune of Sight to be a Super Rune of Sight by 5%.;使每个视野符文为超级视野符文的几率增加 5%。;
10075_CARD_NAME;Super Runes II;超级符文 II;
10075_CARD_TEXT;Increase the chance for each Rune of Sight to be a Super Rune of Sight by 5%. (10% total);使每个视野符文为超级视野符文的几率增加 5%。（共 10%）;
10076_CARD_NAME;Super Runes III;超级符文 III;
10076_CARD_TEXT;Increase the chance for each Rune of Sight to be a Super Rune of Sight by 5%. (15% total);使每个视野符文为超级视野符文的几率增加 5%。（共 15%）;
10077_CARD_NAME;Super Runes IV;超级符文 IV;
10077_CARD_TEXT;Increase the chance for each Rune of Sight to be a Super Rune of Sight by 5%. (20% total);使每个视野符文为超级视野符文的几率增加 5%。（共 20%）;
10078_CARD_NAME;Super Runes V;超级符文 V;
10078_CARD_TEXT;Increase the chance for each Rune of Sight to be a Super Rune of Sight by 5%. (25% total);使每个视野符文为超级视野符文的几率增加 5%。（共 25%）;
10079_CARD_NAME;Treasure Rarity;宝物稀有度;
10079_CARD_TEXT;Increase the chance that treasures are of higher rarity by 3%.;将宝物具有较高稀有度的几率提高 3%。;
10080_CARD_NAME;Treasure Rarity II;宝物稀有度 II;
10080_CARD_TEXT;Increase the chance that treasures are of higher rarity by 3%. (6% total);将宝物具有较高稀有度的几率提高 3%。（共 6%）;
10081_CARD_NAME;Treasure Rarity III;宝物稀有度 III;
10081_CARD_TEXT;Increase the chance that treasures are of higher rarity by 3%. (9% total);将宝物具有较高稀有度的几率提高 3%。（共 9%）;
10082_CARD_NAME;Treasure Rarity IV;宝物稀有度 IV;
10082_CARD_TEXT;Increase the chance that treasures are of higher rarity by 3%. (12% total);将宝物具有较高稀有度的几率提高 3%。（共 12%）;
10083_CARD_NAME;Treasure Rarity V;宝物稀有度 V;
10083_CARD_TEXT;Increase the chance that treasures are of higher rarity by 3%. (15% total);将宝物具有较高稀有度的几率提高 3%。（共 15%）;
10084_CARD_NAME;Vault Rarity;宝库稀有度;
10084_CARD_TEXT;Increase the chance that cards in Vaults of Wisdom are of higher rarity by 3%.;智慧宝库中的卡片具有较高稀有度的几率提高 3%。;
10085_CARD_NAME;Vault Rarity II;宝库稀有度 II;
10085_CARD_TEXT;Increase the chance that cards in Vaults of Wisdom are of higher rarity by 3%. (6% total);智慧宝库中的卡片具有较高稀有度的几率提高 3%。（共 6%）;
10086_CARD_NAME;Vault Rarity III;宝库稀有度 III;
10086_CARD_TEXT;Increase the chance that cards in Vaults of Wisdom are of higher rarity by 3%. (9% total);智慧宝库中的卡片具有较高稀有度的几率提高 3%。（共 9%）;
10087_CARD_NAME;Vault Rarity IV;宝库稀有度 IV;
10087_CARD_TEXT;Increase the chance that cards in Vaults of Wisdom are of higher rarity by 3%. (12% total);智慧宝库中的卡片具有较高稀有度的几率提高 3%。（共 12%）;
10088_CARD_NAME;Vault Rarity V;宝库稀有度 V;
10088_CARD_TEXT;Increase the chance that cards in Vaults of Wisdom are of higher rarity by 3%. (15% total);智慧宝库中的卡片具有较高稀有度的几率提高 3%。（共 15%）;
10089_CARD_NAME;Aurora's Life;奥罗拉生命值;
10089_CARD_TEXT;Increase Aurora's starting life by 2.;使奥罗拉的起始生命值增加 2 点。;
10090_CARD_NAME;Aurora's Life II;奥罗拉生命值 II;
10090_CARD_TEXT;Increase Aurora's starting life by 2. (4 total);使奥罗拉的起始生命值增加 2 点。（共 4 点）;
10091_CARD_NAME;Aurora's Life III;奥罗拉生命值 III;
10091_CARD_TEXT;Increase Aurora's starting life by 2. (6 total);使奥罗拉的起始生命值增加 2 点。（共 6 点）;
10092_CARD_NAME;Aurora's Life IV;奥罗拉生命值 IV;
10092_CARD_TEXT;Increase Aurora's starting life by 2. (8 total);使奥罗拉的起始生命值增加 2 点。（共 8 点）;
10093_CARD_NAME;Aurora's Life V;奥罗拉生命值 V;
10093_CARD_TEXT;Increase Aurora's starting life by 2. (10 total);使奥罗拉的起始生命值增加 2 点。（共 10 点）;
10099_CARD_NAME;Defend - Replacement Rarity;防御 - 替换稀有度;
10099_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%.;替换的牌具有更高稀有度的几率提高 3%。;
10100_CARD_NAME;Defend - Replacement Rarity II;防御 - 替换稀有度 II;
10100_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (6% total);替换的牌具有更高稀有度的几率提高 3%。（共 6%）;
10101_CARD_NAME;Defend - Replacement Rarity III;防御 - 替换稀有度 III;
10101_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (9% total);替换的牌具有更高稀有度的几率提高 3%。（共 9%）;
10102_CARD_NAME;Defend - Replacement Rarity IV;防御 - 替换稀有度 IV;
10102_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (12% total);替换的牌具有更高稀有度的几率提高 3%。（共 12%）;
10103_CARD_NAME;Defend - Replacement Rarity V;防御 - 替换稀有度 V;
10103_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (15% total);替换的牌具有更高稀有度的几率提高 3%。（共 15%）;
10104_CARD_NAME;Defend - Socketed Replacement;防御 - 插槽替换;
10104_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%.;替换的牌具有额外插槽的几率提高 3％。;
10105_CARD_NAME;Defend - Socketed Replacement II;防御 - 插槽替换 II;
10105_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (6% total);替换的牌具有额外插槽的几率提高 3％。（共 6%）;
10106_CARD_NAME;Defend - Socketed Replacement III;防御 - 插槽替换 III;
10106_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (9% total);替换的牌具有额外插槽的几率提高 3％。（共 9%）;
10107_CARD_NAME;Defend - Socketed Replacement IV;防御 - 插槽替换 IV;
10107_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (12% total);替换的牌具有额外插槽的几率提高 3％。（共 12%）;
10108_CARD_NAME;Defend - Socketed Replacement V;防御 - 插槽替换 V;
10108_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (15% total);替换的牌具有额外插槽的几率提高 3％。（共 15%）;
10114_CARD_NAME;Strike - Replacement Rarity;打击 - 替换稀有度;
10114_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%.;替换的牌具有更高稀有度的几率提高 3%。;
10115_CARD_NAME;Strike - Replacement Rarity II;打击 - 替换稀有度 II;
10115_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (6% total);替换的牌具有更高稀有度的几率提高 3%。（共 6%）;
10116_CARD_NAME;Strike - Replacement Rarity III;打击 - 替换稀有度 III;
10116_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (9% total);替换的牌具有更高稀有度的几率提高 3%。（共 9%）;
10117_CARD_NAME;Strike - Replacement Rarity IV;打击 - 替换稀有度 IV;
10117_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (12% total);替换的牌具有更高稀有度的几率提高 3%。（共 12%）;
10118_CARD_NAME;Strike - Replacement Rarity V;打击 - 替换稀有度 V;
10118_CARD_TEXT;Increase the chance the replaced card is of higher rarity by 3%. (15% total);替换的牌具有更高稀有度的几率提高 3%。（共 15%）;
10119_CARD_NAME;Strike - Socketed Replacement;打击 - 插槽替换;
10119_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%.;替换的牌具有额外插槽的几率提高 3％。;
10120_CARD_NAME;Strike - Socketed Replacement II;打击 - 插槽替换 II;
10120_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (6% total);替换的牌具有额外插槽的几率提高 3％。（共 6%）;
10121_CARD_NAME;Strike - Socketed Replacement III;打击 - 插槽替换 III;
10121_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (9% total);替换的牌具有额外插槽的几率提高 3％。（共 9%）;
10122_CARD_NAME;Strike - Socketed Replacement IV;打击 - 插槽替换 IV;
10122_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (12% total);替换的牌具有额外插槽的几率提高 3％。（共 12%）;
10123_CARD_NAME;Strike - Socketed Replacement V;打击 - 插槽替换 V;
10123_CARD_TEXT;Increase the chance the replaced card has an extra socket by 3%. (15% total);替换的牌具有额外插槽的几率提高 3％。（共 15%）;
10141_CARD_NAME;Seifer's Life;塞弗生命值;
10141_CARD_TEXT;Increase Seifer's starting life by 6.;使塞弗的起始生命值增加 6 点。;
10142_CARD_NAME;Seifer's Life II;塞弗生命值 II;
10142_CARD_TEXT;Increase Seifer's starting life by 6. (12 total);使塞弗的起始生命值增加 6 点。（共 12 点）;
10143_CARD_NAME;Seifer's Life III;塞弗生命值 III;
10143_CARD_TEXT;Increase Seifer's starting life by 6. (18 total);使塞弗的起始生命值增加 6 点。（共 18 点）;
10144_CARD_NAME;Seifer's Life IV;塞弗生命值 IV;
10144_CARD_TEXT;Increase Seifer's starting life by 6. (24 total);使塞弗的起始生命值增加 6 点。（共 24 点）;
10145_CARD_NAME;Seifer's Life V;塞弗生命值 V;
10145_CARD_TEXT;Increase Seifer's starting life by 6. (30 total);使塞弗的起始生命值增加 6 点。（共 30 点）;
10178_CARD_NAME;Sharra's Life;莎拉生命值;
10178_CARD_TEXT;Increase Sharra's starting life by 4.;使莎拉的起始生命值增加 4 点。;
10179_CARD_NAME;Sharra's Life II;莎拉生命值 II;
10179_CARD_TEXT;Increase Sharra's starting life by 4. (8 total);使莎拉的起始生命值增加 4 点。（共 8 点）;
10180_CARD_NAME;Sharra's Life III;莎拉生命值 III;
10180_CARD_TEXT;Increase Sharra's starting life by 4. (12 total);使莎拉的起始生命值增加 4 点。（共 12 点）;
10181_CARD_NAME;Sharra's Life IV;莎拉生命值 IV;
10181_CARD_TEXT;Increase Sharra's starting life by 4. (16 total);使莎拉的起始生命值增加 4 点。（共 16 点）;
10182_CARD_NAME;Sharra's Life V;莎拉生命值 V;
10182_CARD_TEXT;Increase Sharra's starting life by 4. (20 total);使莎拉的起始生命值增加 4 点。（共 20 点）;
10215_CARD_NAME;Sorocco's Life;索洛科生命值;
10215_CARD_TEXT;Increase Sorocco's starting life by 8.;使索洛科的起始生命值增加 8 点。;
10216_CARD_NAME;Sorocco's Life II;索洛科生命值 II;
10216_CARD_TEXT;Increase Sorocco's starting life by 8. (16 total);使索洛科的起始生命值增加 8 点。（共 16 点）;
10217_CARD_NAME;Sorocco's Life III;索洛科生命值 III;
10217_CARD_TEXT;Increase Sorocco's starting life by 8. (24 total);使索洛科的起始生命值增加 8 点。（共 24 点）;
10218_CARD_NAME;Sorocco's Life IV;索洛科生命值 IV;
10218_CARD_TEXT;Increase Sorocco's starting life by 8. (32 total);使索洛科的起始生命值增加 8 点。（共 32 点）;
10219_CARD_NAME;Sorocco's Life V;索洛科生命值 V;
10219_CARD_TEXT;Increase Sorocco's starting life by 8. (40 total);使索洛科的起始生命值增加 8 点。（共 40 点）;
10235_CARD_NAME;Final Boss;最终头目;
10235_CARD_TEXT;Reveal the final boss each time you enter the Roguebook.;每次进入 Roguebook 时，都会显现最终头目。;
10236_CARD_NAME;Faeria Wells;仙灵井;
10236_CARD_TEXT;Faeria Wells will now appear on the World Map. They allow you to increase your energy per turn.;仙灵井现在将出现在世界地图上。它们可以让你每回合增加能量。;
10237_CARD_NAME;Faeria Wells II;仙灵井 II;
10237_CARD_TEXT;Additional hidden Faeria Wells will now appear on the World Map. They allow you to increase your energy per turn.;额外的隐藏仙灵井现在将出现在世界地图上。它们可以让你每回合增加能量。;
10238_CARD_NAME;Flash Gems;无常宝石;
10238_CARD_TEXT;You may now discover Flash Gems. Flash Gems are powerful gems that can be used only once.;你现在可以发现无常宝石，此宝石威力强大，只能使用一次。;
10239_CARD_NAME;Gem Mines;宝石矿;
10239_CARD_TEXT;Add a revealed Gem Mine to each run. Gem Mines are full of traps and treasure.;宝石矿中充满了陷阱和宝藏。每次运行都会添加一个已显示的宝石矿。;
12000_CARD_NAME;Full;饱足;
12000_CARD_TEXT;Draw 1 card less during the next battle.;在下一场战斗中少抽 1 张牌。;
12001_CARD_NAME;Dizzy;眩晕;
12001_CARD_TEXT;Whenever the heroes play a card, discard and redraw their hand.;每当英雄们打出一张牌，就将其丢弃并重抽他们的手牌。;
12002_CARD_NAME;Protected;受保护;
12003_CARD_NAME;Permanent malaise;永久不适;
12004_CARD_NAME;Rising fervor;热情高涨;
12005_CARD_NAME;Legendary bosses;传奇头目;
12006_CARD_NAME;Soul Pact;灵魂契约;
12007_CARD_NAME;Fearless;无畏;
12007_CARD_TEXT;Sharra starts the next battle with 5 {courage}.;莎拉以 5 点{courage}开始下一次战斗。;
12008_CARD_NAME;Ogre Dance;食人魔之舞;
12008_CARD_TEXT;For the next battle, The first card Sorocco plays each turn costs {faeria|0}.;在下一场战斗中，索洛科每回合打出的第一张牌消耗 {faeria|0}。;
12009_CARD_NAME;Blood Song;血歌;
12009_CARD_TEXT;Enemies start with {bleed|10} next battle.;敌人在下一场战斗开始时具有 {bleed|10}。;
12010_CARD_NAME;Ogre Dance;食人魔之舞;
12010_CARD_TEXT;The first card Sorocco plays each turn costs {faeria|0}.;索洛科每回合打出的第一张牌消耗 {faeria|0}。;
12011_CARD_NAME;Blessing of Tarum;塔里木的祝福;
12011_CARD_TEXT;Block cards cost {faeria|1} less the next 3 battles.;在随后 3 次战斗中，格挡消耗低于{faeria|1}的卡牌。;
12012_CARD_NAME;Seal of Thirst;渴求之印;
12012_CARD_TEXT;When Seifer kills a creature he gains max {rage}.\nSeifer cannot gain {rage} from other abilities.;当塞弗击杀一个生物时，他获得最大{rage}。\n塞弗无法从其他能力中获得{rage}。;
12013_CARD_NAME;Seal of the Disciple;门徒之印;
12013_CARD_TEXT;All cards have {exhaust}. When you draft any card, you gain 2 additional copies. Start with {refer|12014} in play.;所有卡牌都具有{exhaust}。抽任何牌时，你都会获得 2 个额外的副本。开始时有{refer|12014}在场。;
12014_CARD_NAME;Soul Eater;噬魂者;
12014_CARD_TEXT;{ally}\n{aggressive}\nWhenever you {exhaust} a card, this gains +1 {spirit}.;{ally}\n{aggressive}\n每当你{exhaust}一张牌时，这张牌获得 +1 {spirit}。;
12015_CARD_NAME;Seal of Brutality;残暴之印;
12015_CARD_TEXT;Enemies and heroes have +3 {power}.;敌人和英雄获得 +3 {power}。;
12016_CARD_NAME;Seal of Courage;勇气之印;
12016_CARD_TEXT;Sharra swaps to the front at the start of every turn.;莎拉在每回合开始时都会换到前方。;
12017_CARD_NAME;Seal of Recycling;回收之印;
12017_CARD_TEXT;{refer|1006} no longer have {exhaust}.;{refer|1006}不再具有{exhaust}。;
12018_CARD_NAME;Seal of Bloodsteel;血钢之印;
12018_CARD_TEXT;Sharra starts with 1 max life. Whenever you play a card, gain {block|3}.;莎拉以 1 点最大生命值开始。每当你打出一张牌，获得 {block|3}。;
12019_CARD_NAME;Seal of the Leader;领袖之印;
12019_CARD_TEXT;Sharra allies have +2 {spirit}. Sharra has -2 {power}.;莎拉的盟友获得 +2 {spirit}。莎拉获得 -2 {power}。;
12020_CARD_NAME;Seal of Recklessness;鲁莽之印;
12020_CARD_TEXT;Sharra's {refer|1000} deal double damage. Enemies gain twice as much block.;莎拉的{refer|1000}造成双倍伤害。敌人获得双倍于此值的格挡。;
12021_CARD_NAME;Seal of the Gambler;赌徒之印;
12021_CARD_TEXT;Sorocco's card costs are randomized each turn between {faeria|1} and {faeria|3}.;索洛科的卡牌消耗每回合在 {faeria|1}到 {faeria|3}之间随机变化。;
12022_CARD_NAME;Seal of Bloodshield;血盾之印;
12022_CARD_TEXT;Sorocco starts with 1 max life.\nGain {block|20} at the start of each turn.;索洛科以 1 点最大生命值开始。\n每回合开始时获得{block|20}。;
12023_CARD_NAME;Seal of the Bargain;谈判之印;
12023_CARD_TEXT;The heroes gain {faeria|1} less each turn, but start each battle with 2 {refer|193}<b>s</b>.;英雄每回合获得的{faeria|1}减少，但每场战斗开始时有 2 {refer|193}<b></b>。;
12024_CARD_NAME;Seal of Berserking;狂暴之印;
12024_CARD_TEXT;When Seifer is not enraged, he takes double damage.;如果塞弗没有被激怒，他会受到双倍伤害。;
12025_CARD_NAME;Seal of Memory;记忆之印;
12025_CARD_TEXT;When Seifer becomes enraged, shuffle your dissolve pile into your deck.;当塞弗被激怒时，将你的解除牌堆洗入你的牌组。;
12026_CARD_NAME;Seal of Bloodrage;血怒之印;
12026_CARD_TEXT;Seifer starts with 1 max life.\nSeifer is always enraged.;塞弗以 1 点最大生命值开始。\n塞弗始终处于激怒状态。;
12027_CARD_NAME;Truestrike Seal;会心一击之印;
12027_CARD_TEXT;Seifer's first attack each turn does double damage.\nOther Seifer attacks deal 0 damage.;塞弗每回合的第一次攻击造成双倍伤害。\n塞弗的其他攻击造成 0 伤害。;
12028_CARD_NAME;Seal of Death;死亡之印;
12028_CARD_TEXT;Aurora begins every boss battle dead.;奥罗拉在每场头目战开始时处于死亡状态。;
12029_CARD_NAME;Seal of Addiction;嗜好之印;
12029_CARD_TEXT;At the end of each turn where no Sip was played, Aurora loses 1 life.;在每个回合结束时，如果该回合没有打出啜饮，则奥罗拉失去 1 点生命。;
12030_CARD_NAME;Seal of Bloodleaf;血叶之印;
12030_CARD_TEXT;Aurora starts with 1 max life.\nAurora's teapot now gives {protection}.;奥罗拉开始时的最大生命值为 1 点。\n奥罗拉的茶壶现在给予{protection}。;
12031_CARD_NAME;Aurora's Teapot;奥罗拉的茶壶;
12031_CARD_TEXT_CONTROLLER;Once per battle, select Aurora and press {@INTENT_UI_CONFIRM} to gain {protection}.;每次战斗一次，选择奥罗拉并按{@INTENT_UI_CONFIRM}以获得{protection}。;
12031_CARD_TEXT_MOUSE;Once per battle, click on Aurora to gain {protection}.;每场战斗一次，点击奥罗拉即可获得{protection}。;
12032_CARD_NAME;Truestrike Seal;会心一击之印;
12032_CARD_TEXT;Seifer's first attack each turn does double damage.\nOther Seifer attacks deal 0 damage.;塞弗每回合的第一次攻击造成双倍伤害。\n塞弗的其他攻击造成 0 伤害。;
12033_CARD_NAME;Seal of Doubling;加倍之印;
12033_CARD_TEXT;Fugoro takes double damage from all sources.\nFugoro's first attack each turn deals double damage.;福咕噜受到的来自所有来源的伤害都加倍。\n福咕噜每回合的第一次攻击造成双倍伤害。;
12034_CARD_NAME;Aurora's Teapot;奥罗拉的茶壶;
12034_CARD_TEXT_CONTROLLER;Once per battle, select Aurora and press {@INTENT_UI_CONFIRM} to heal 10 life.;每次战斗一次，选择奥罗拉并按{@INTENT_UI_CONFIRM}以治疗 10 点生命值。;
12034_CARD_TEXT_MOUSE;Once per battle, click on Aurora to heal 10 life.;每场战斗一次，点击奥罗拉即可治疗 10 点生命值。;
12035_CARD_NAME;Seal of Heavyleaf;重叶之印;
12035_CARD_TEXT;Aurora starts with 40 max life.\nAurora's teapot now heals for 10 life.;奥罗拉开始时的最大生命值为 40 点。\n奥罗拉的茶壶现在可以治疗 10 点生命值。;
12036_CARD_NAME;Seal of Rock;岩石之印;
12036_CARD_TEXT;{refer|214} always cost {faeria|0}.;{refer|214}始终消耗 {faeria|0}。;
12037_CARD_NAME;Seal of Discovery;发现之印;
12037_CARD_TEXT;At the start of each turn, draw 2 less cards and add a Eureka to your hand.;在每回合开始时，少抽 2 张牌并将一张大发现加入你的手牌。;
12038_CARD_NAME;Seal of Cowardice;懦弱之印;
12038_CARD_TEXT;At the start of each turn, swap Fugoro to the back.;每回合开始时，将福咕噜交换到后方。;
12039_CARD_NAME;Seal of Precision;精准之印;
12039_CARD_TEXT;Fugoro's staff has its ability replaced with <quote>Fugoro's hits deal +5 damage to marked targets.</quote>;福咕噜的法杖的能力被替换为<quote>福咕噜的命中对标记的目标造成 +5 伤害</quote>。;
12040_CARD_NAME;Seal of Trade;商贸之印;
12040_CARD_TEXT;Epic cards cost {faeria|1} less.\nWhen an Epic card is added to your deck, your heroes lose 2 max hp.;史诗牌的花费降低 {faeria|1}。\n当一张史诗牌被加入你的牌组时，你的英雄会失去 2 点最大生命值。;
12041_CARD_NAME;Magic Staff;魔杖;
12041_CARD_TEXT;Fugoro's hits deal +5 damage to marked targets.;福咕噜的命中对标记的目标造成 +5 伤害。;
13000_CARD_NAME;Seal Of The Deal;交易之印;
13000_CARD_TEXT;The first item bought in the shop each chapter is free.;每章在商店购买的第一件物品免费。;
13001_CARD_NAME;Seal Of The Deal Free Purchase;交易之印免费购买;
13002_CARD_NAME;Seal Of Thread;线绳之印;
13002_CARD_TEXT;Start with a Magic Carpet.;开始时具有魔毯。;
13003_CARD_NAME;Seal Of Talent;天赋之印;
13003_CARD_TEXT;All treasures are replaced with talents. Deck size no longer unlocks talents.;所有宝物都被替换成了天赋。牌组大小不再解锁天赋。;
13004_CARD_NAME;Seal Of Gems;宝石之印;
13004_CARD_TEXT;All cards start with 1 random gem. Only flash gems can be found on the map.;所有卡牌开始时都有 1 颗随机宝石。在地图上只能找到无常宝石。;
13005_CARD_NAME;Seal Of Ideas;创意之印;
13005_CARD_TEXT;The Talent tree is revealed at the start of a run. Pick 3 of them. You won't gain more.;在周目开始时显示特技树。选择其中的 3 个特技。你不会得到更多。;
13006_CARD_NAME;Seal Of One;尊一之印;
13006_CARD_TEXT;Start with 1 card. All battles give unskippable drafts. Start with 100 extra gold.;开始时有 1 张牌。所有的战斗都有不可跳过的抽牌。开始时有 100 额外金币。;
13007_CARD_NAME;Seal Of Destiny;命运之印;
13007_CARD_TEXT;Start with 40 random cards.;开始时有 40 张随机牌。;
13008_CARD_NAME;Seal of Change;变化之印;
13008_CARD_TEXT;Your starter deck is randomized.;你的起始牌组是随机的。;
13010_CARD_NAME;Seal of Courage;勇气之印;
13010_CARD_TEXT;Sharra swaps to the front at the start of every turn.;莎拉在每回合开始时都会换到前方。;
13012_CARD_NAME;Seal of Recycling;回收之印;
13012_CARD_TEXT;<b>Daggers</b> no longer have {exhaust}.;<b>匕首</b>不再具有{exhaust}。;
13014_CARD_NAME;Seal of Bloodsteel;血钢之印;
13014_CARD_TEXT;Sharra starts with 1 max life. Whenever you play a card, gain {block|3}.;莎拉以 1 点最大生命值开始。每当你打出一张牌，获得 {block|3}。;
13016_CARD_NAME;Seal of the Leader;领袖之印;
13016_CARD_TEXT;Sharra allies have +2 {spirit}. Sharra has -2 {power}.;莎拉的盟友获得 +2 {spirit}。莎拉获得 -2 {power}。;
13018_CARD_NAME;Seal of Recklessness;鲁莽之印;
13018_CARD_TEXT;Sharra's default <b>Strike's</b> deal double damage. Enemies gain twice as much block.;莎拉的默认<b>打击</b>造成双倍伤害。敌人获得双倍于此值的格挡。;
13020_CARD_NAME;Seal of the Gambler;赌徒之印;
13020_CARD_TEXT;Sorocco's card costs are randomized each turn between {faeria|1} and {faeria|3}.;索洛科的卡牌消耗每回合在 {faeria|1}到 {faeria|3}之间随机变化。;
13022_CARD_NAME;Seal of Greed;贪婪之印;
13022_CARD_TEXT;Add 3 <b>Dig</b> to the starter deck.;将 3 张<b>挖掘</b>加入起始牌组。;
13023_CARD_NAME;Seal of Bloodshield;血盾之印;
13023_CARD_TEXT;Sorocco starts with 1 max life.\nGain {block|20} at the start of each turn.;索洛科以 1 点最大生命值开始。\n每回合开始时获得{block|20}。;
13025_CARD_NAME;Seal of the Bargain;谈判之印;
13025_CARD_TEXT;The heroes gain {faeria|1} less each turn, but start each battle with 2 <b>Bold Bargainers</b> in play.;英雄每回合获得的{faeria|1}减少，但每场战斗开始时有 2 张<b>莽撞交易者</b>在场。;
13027_CARD_NAME;Seal of Berserking;狂暴之印;
13027_CARD_TEXT;When Seifer is not enraged, he takes double damage.;如果塞弗没有被激怒，他会受到双倍伤害。;
13029_CARD_NAME;Seal of Memory;记忆之印;
13029_CARD_TEXT;When Seifer becomes enraged, shuffle your dissolve pile into your deck.;当塞弗被激怒时，将你的解除牌堆洗入你的牌组。;
13031_CARD_NAME;Seal of Bloodrage;血怒之印;
13031_CARD_TEXT;Seifer starts with 1 max life.\nSeifer is always enraged.;塞弗以 1 点最大生命值开始。\n塞弗始终处于激怒状态。;
13033_CARD_NAME;Seal of Thirst;渴求之印;
13033_CARD_TEXT;When Seifer kills a creature he gains max {rage}.\nSeifer cannot gain {rage} from other abilities.;当塞弗击杀一个生物时，他获得最大{rage}。\n塞弗无法从其他能力中获得{rage}。;
13035_CARD_NAME;Truestrike Seal;会心一击之印;
13035_CARD_TEXT;Seifer's first attack each turn does double damage.\nOther Seifer attacks deal 0 damage.;塞弗每回合的第一次攻击造成双倍伤害。\n塞弗的其他攻击造成 0 伤害。;
13037_CARD_NAME;Seal of Death;死亡之印;
13037_CARD_TEXT;Aurora begins every boss battle dead.;奥罗拉在每场头目战开始时处于死亡状态。;
13039_CARD_NAME;Seal of Addiction;嗜好之印;
13039_CARD_TEXT;At the end of each turn where no Sip was played, Aurora loses 1 life.;在每个回合结束时，如果该回合没有打出啜饮，则奥罗拉失去 1 点生命。;
13041_CARD_NAME;Seal of Bloodleaf;血叶之印;
13041_CARD_TEXT;Aurora starts with 1 max life.\nAurora's teapot now gives {protection}.;奥罗拉开始时的最大生命值为 1 点。\n奥罗拉的茶壶现在给予{protection}。;
